week_start_date,store_location,product_type,quantity_sold,total_revenue
2024-12-23,Playa Vista,Baguette,468,2340.0
2024-12-23,Silver Lake,Sourdough Loaf,526,5917.5
2024-12-23,Silver Lake,Croissant,869,3910.5
2024-12-23,Silver Lake,Baguette,385,1925.0
2024-12-23,Downtown LA,Sourdough Loaf,277,3116.25
2024-12-23,Downtown LA,Croissant,492,2214.0
2024-12-23,Downtown LA,Baguette,230,1150.0
2024-12-30,Playa Vista,Sourdough Loaf,605,6806.25
2024-12-30,Playa Vista,Croissant,1185,5332.5
2024-12-30,Playa Vista,Baguette,460,2300.0
2024-12-30,Silver Lake,Sourdough Loaf,406,4567.5
2024-12-30,Silver Lake,Croissant,953,4288.5
2024-12-30,Silver Lake,Baguette,302,1510.0
2024-12-30,Downtown LA,Sourdough Loaf,249,2801.25
2024-12-30,Downtown LA,Croissant,457,2056.5
2024-12-30,Downtown LA,Baguette,222,1110.0
2025-01-06,Playa Vista,Sourdough Loaf,412,4635.0
2025-01-06,Playa Vista,Croissant,911,4099.5
2025-01-06,Playa Vista,Baguette,379,1895.0
2025-01-06,Silver Lake,Sourdough Loaf,317,3566.25
2025-01-06,Silver Lake,Croissant,655,2947.5
2025-01-06,Silver Lake,Baguette,338,1690.0
2025-01-06,Downtown LA,Sourdough Loaf,195,2193.75
2025-01-06,Downtown LA,Croissant,441,1984.5
2025-01-06,Downtown LA,Baguette,145,725.0
2025-01-13,Playa Vista,Sourdough Loaf,354,3982.5
2025-01-13,Playa Vista,Croissant,750,3375.0
2025-01-13,Playa Vista,Baguette,353,1765.0
2025-01-13,Silver Lake,Sourdough Loaf,414,4657.5
2025-01-13,Silver Lake,Croissant,604,2718.0
2025-01-13,Silver Lake,Baguette,214,1070.0
2025-01-13,Downtown LA,Sourdough Loaf,203,2283.75
2025-01-13,Downtown LA,Croissant,405,1822.5
2025-01-13,Downtown LA,Baguette,165,825.0
2025-01-20,Playa Vista,Sourdough Loaf,497,5591.25
2025-01-20,Playa Vista,Croissant,759,3415.5
2025-01-20,Playa Vista,Baguette,378,1890.0
2025-01-20,Silver Lake,Sourdough Loaf,261,2936.25
2025-01-20,Silver Lake,Croissant,755,3397.5
2025-01-20,Silver Lake,Baguette,350,1750.0
2025-01-20,Downtown LA,Sourdough Loaf,152,1710.0
2025-01-20,Downtown LA,Croissant,378,1701.0
2025-01-20,Downtown LA,Baguette,127,635.0
2025-01-27,Playa Vista,Sourdough Loaf,391,4398.75
2025-01-27,Playa Vista,Croissant,964,4338.0
2025-01-27,Playa Vista,Baguette,389,1945.0
2025-01-27,Silver Lake,Sourdough Loaf,331,3723.75
2025-01-27,Silver Lake,Croissant,814,3663.0
2025-01-27,Silver Lake,Baguette,208,1040.0
2025-01-27,Downtown LA,Sourdough Loaf,178,2002.5
2025-01-27,Downtown LA,Croissant,437,1966.5
2025-01-27,Downtown LA,Baguette,163,815.0
2025-02-03,Playa Vista,Sourdough Loaf,408,4590.0
2025-02-03,Playa Vista,Croissant,607,2731.5
2025-02-03,Playa Vista,Baguette,355,1775.0
2025-02-03,Silver Lake,Sourdough Loaf,365,4106.25
2025-02-03,Silver Lake,Croissant,785,3532.5
2025-02-03,Silver Lake,Baguette,273,1365.0
2025-02-03,Downtown LA,Sourdough Loaf,174,1957.5
2025-02-03,Downtown LA,Croissant,374,1683.0
2025-02-03,Downtown LA,Baguette,171,855.0
2025-02-10,Playa Vista,Sourdough Loaf,447,5028.75
2025-02-10,Playa Vista,Croissant,825,3712.5
2025-02-10,Playa Vista,Baguette,373,1865.0
2025-02-10,Silver Lake,Sourdough Loaf,290,3262.5
2025-02-10,Silver Lake,Croissant,807,3631.5
2025-02-10,Silver Lake,Baguette,295,1475.0
2025-02-10,Downtown LA,Sourdough Loaf,163,1833.75
2025-02-10,Downtown LA,Croissant,313,1408.5
2025-02-10,Downtown LA,Baguette,126,630.0
2025-02-17,Playa Vista,Sourdough Loaf,469,5276.25
2025-02-17,Playa Vista,Croissant,819,3685.5
2025-02-17,Playa Vista,Baguette,366,1830.0
2025-02-17,Silver Lake,Sourdough Loaf,277,3116.25
2025-02-17,Silver Lake,Croissant,637,2866.5
2025-02-17,Silver Lake,Baguette,326,1630.0
2025-02-17,Downtown LA,Sourdough Loaf,197,2216.25
2025-02-17,Downtown LA,Croissant,322,1449.0
2025-02-17,Downtown LA,Baguette,150,750.0
2025-02-24,Playa Vista,Sourdough Loaf,453,5096.25
2025-02-24,Playa Vista,Croissant,891,4009.5
2025-02-24,Playa Vista,Baguette,333,1665.0
2025-02-24,Silver Lake,Sourdough Loaf,447,5028.75
2025-02-24,Silver Lake,Croissant,642,2889.0
2025-02-24,Silver Lake,Baguette,227,1135.0
2025-02-24,Downtown LA,Sourdough Loaf,208,2340.0
2025-02-24,Downtown LA,Croissant,324,1458.0
2025-02-24,Downtown LA,Baguette,145,725.0
2025-03-03,Playa Vista,Sourdough Loaf,411,4623.75
2025-03-03,Playa Vista,Croissant,838,3771.0
2025-03-03,Playa Vista,Baguette,362,1810.0
2025-03-03,Silver Lake,Sourdough Loaf,400,4500.0
2025-03-03,Silver Lake,Croissant,581,2614.5
2025-03-03,Silver Lake,Baguette,276,1380.0
2025-03-03,Downtown LA,Sourdough Loaf,166,1867.5
2025-03-03,Downtown LA,Croissant,424,1908.0
2025-03-03,Downtown LA,Baguette,140,700.0
2025-03-10,Playa Vista,Sourdough Loaf,430,4837.5
2025-03-10,Playa Vista,Croissant,924,4158.0
2025-03-10,Playa Vista,Baguette,361,1805.0
2025-03-10,Silver Lake,Sourdough Loaf,461,5186.25
2025-03-10,Silver Lake,Croissant,662,2979.0
2025-03-10,Silver Lake,Baguette,349,1745.0
2025-03-10,Downtown LA,Sourdough Loaf,170,1912.5
2025-03-10,Downtown LA,Croissant,401,1804.5
2025-03-10,Downtown LA,Baguette,157,785.0
2025-03-17,Playa Vista,Sourdough Loaf,363,4083.75
2025-03-17,Playa Vista,Croissant,804,3618.0
2025-03-17,Playa Vista,Baguette,393,1965.0
2025-03-17,Silver Lake,Sourdough Loaf,330,3712.5
2025-03-17,Silver Lake,Croissant,691,3109.5
2025-03-17,Silver Lake,Baguette,249,1245.0
2025-03-17,Downtown LA,Sourdough Loaf,197,2216.25
2025-03-17,Downtown LA,Croissant,427,1921.5
2025-03-17,Downtown LA,Baguette,167,835.0
2025-03-24,Playa Vista,Sourdough Loaf,428,4815.0
2025-03-24,Playa Vista,Croissant,921,4144.5
2025-03-24,Playa Vista,Baguette,284,1420.0
2025-03-24,Silver Lake,Sourdough Loaf,377,4241.25
2025-03-24,Silver Lake,Croissant,866,3897.0
2025-03-24,Silver Lake,Baguette,258,1290.0
2025-03-24,Downtown LA,Sourdough Loaf,189,2126.25
2025-03-24,Downtown LA,Croissant,342,1539.0
2025-03-24,Downtown LA,Baguette,157,785.0
2025-03-31,Playa Vista,Sourdough Loaf,501,5636.25
2025-03-31,Playa Vista,Croissant,873,3928.5
2025-03-31,Playa Vista,Baguette,381,1905.0
2025-03-31,Silver Lake,Sourdough Loaf,374,4207.5
2025-03-31,Silver Lake,Croissant,616,2772.0
2025-03-31,Silver Lake,Baguette,332,1660.0
2025-03-31,Downtown LA,Sourdough Loaf,181,2036.25
2025-03-31,Downtown LA,Croissant,346,1557.0
2025-03-31,Downtown LA,Baguette,130,650.0
2025-04-07,Playa Vista,Sourdough Loaf,425,4781.25
2025-04-07,Playa Vista,Croissant,853,3838.5
2025-04-07,Playa Vista,Baguette,333,1665.0
2025-04-07,Silver Lake,Sourdough Loaf,338,3802.5
2025-04-07,Silver Lake,Croissant,924,4158.0
2025-04-07,Silver Lake,Baguette,378,1890.0
2025-04-07,Downtown LA,Sourdough Loaf,177,1991.25
2025-04-07,Downtown LA,Croissant,441,1984.5
2025-04-07,Downtown LA,Baguette,157,785.0
2025-04-14,Playa Vista,Sourdough Loaf,425,4781.25
2025-04-14,Playa Vista,Croissant,878,3951.0
2025-04-14,Playa Vista,Baguette,371,1855.0
2025-04-14,Silver Lake,Sourdough Loaf,301,3386.25
2025-04-14,Silver Lake,Croissant,636,2862.0
2025-04-14,Silver Lake,Baguette,331,1655.0
2025-04-14,Downtown LA,Sourdough Loaf,217,2441.25
2025-04-14,Downtown LA,Croissant,374,1683.0
2025-04-14,Downtown LA,Baguette,146,730.0
2025-04-21,Playa Vista,Sourdough Loaf,550,6187.5
2025-04-21,Playa Vista,Croissant,809,3640.5
2025-04-21,Playa Vista,Baguette,360,1800.0
2025-04-21,Silver Lake,Sourdough Loaf,332,3735.0
2025-04-21,Silver Lake,Croissant,711,3199.5
2025-04-21,Silver Lake,Baguette,278,1390.0
2025-04-21,Downtown LA,Sourdough Loaf,189,2126.25
2025-04-21,Downtown LA,Croissant,434,1953.0
2025-04-21,Downtown LA,Baguette,167,835.0
2025-04-28,Playa Vista,Sourdough Loaf,390,4387.5
2025-04-28,Playa Vista,Croissant,892,4014.0
2025-04-28,Playa Vista,Baguette,348,1740.0
2025-04-28,Silver Lake,Sourdough Loaf,434,4882.5
2025-04-28,Silver Lake,Croissant,943,4243.5
2025-04-28,Silver Lake,Baguette,338,1690.0
2025-04-28,Downtown LA,Sourdough Loaf,195,2193.75
2025-04-28,Downtown LA,Croissant,394,1773.0
2025-04-28,Downtown LA,Baguette,146,730.0
2025-05-05,Playa Vista,Sourdough Loaf,444,4995.0
2025-05-05,Playa Vista,Croissant,937,4216.5
2025-05-05,Playa Vista,Baguette,297,1485.0
2025-05-05,Silver Lake,Sourdough Loaf,350,3937.5
2025-05-05,Silver Lake,Croissant,1030,4635.0
2025-05-05,Silver Lake,Baguette,368,1840.0
2025-05-05,Downtown LA,Sourdough Loaf,171,1923.75
2025-05-05,Downtown LA,Croissant,388,1746.0
2025-05-05,Downtown LA,Baguette,150,750.0
2025-05-12,Playa Vista,Sourdough Loaf,400,4500.0
2025-05-12,Playa Vista,Croissant,868,3906.0
2025-05-12,Playa Vista,Baguette,329,1645.0
2025-05-12,Silver Lake,Sourdough Loaf,389,4376.25
2025-05-12,Silver Lake,Croissant,888,3996.0
2025-05-12,Silver Lake,Baguette,391,1955.0
2025-05-12,Downtown LA,Sourdough Loaf,165,1856.25
2025-05-12,Downtown LA,Croissant,383,1723.5
2025-05-12,Downtown LA,Baguette,159,795.0
2025-05-19,Playa Vista,Sourdough Loaf,409,4601.25
2025-05-19,Playa Vista,Croissant,813,3658.5
2025-05-19,Playa Vista,Baguette,372,1860.0
2025-05-19,Silver Lake,Sourdough Loaf,408,4590.0
2025-05-19,Silver Lake,Croissant,933,4198.5
2025-05-19,Silver Lake,Baguette,365,1825.0
2025-05-19,Downtown LA,Sourdough Loaf,219,2463.75
2025-05-19,Downtown LA,Croissant,342,1539.0
2025-05-19,Downtown LA,Baguette,148,740.0
2025-05-26,Playa Vista,Sourdough Loaf,458,5152.5
2025-05-26,Playa Vista,Croissant,1064,4788.0
2025-05-26,Playa Vista,Baguette,392,1960.0
2025-05-26,Silver Lake,Sourdough Loaf,344,3870.0
2025-05-26,Silver Lake,Croissant,836,3762.0
2025-05-26,Silver Lake,Baguette,349,1745.0
2025-05-26,Downtown LA,Sourdough Loaf,199,2238.75
2025-05-26,Downtown LA,Croissant,302,1359.0
2025-05-26,Downtown LA,Baguette,140,700.0
2025-06-02,Playa Vista,Sourdough Loaf,420,4725.0
2025-06-02,Playa Vista,Croissant,909,4090.5
2025-06-02,Playa Vista,Baguette,342,1710.0
2025-06-02,Silver Lake,Sourdough Loaf,302,3397.5
2025-06-02,Silver Lake,Croissant,889,4000.5
2025-06-02,Silver Lake,Baguette,344,1720.0
2025-06-02,Downtown LA,Sourdough Loaf,165,1856.25
2025-06-02,Downtown LA,Croissant,295,1327.5
2025-06-02,Downtown LA,Baguette,166,830.0
2025-06-09,Playa Vista,Sourdough Loaf,468,5265.0
2025-06-09,Playa Vista,Croissant,782,3519.0
2025-06-09,Playa Vista,Baguette,398,1990.0
2025-06-09,Silver Lake,Sourdough Loaf,657,7391.25
2025-06-09,Silver Lake,Croissant,785,3532.5
2025-06-09,Silver Lake,Baguette,309,1545.0
2025-06-09,Downtown LA,Sourdough Loaf,178,2002.5
2025-06-09,Downtown LA,Croissant,318,1431.0
2025-06-09,Downtown LA,Baguette,143,715.0
2025-06-16,Playa Vista,Sourdough Loaf,430,4837.5
2025-06-16,Playa Vista,Croissant,962,4329.0
2025-06-16,Playa Vista,Baguette,377,1885.0
2025-06-16,Silver Lake,Sourdough Loaf,408,4590.0
2025-06-16,Silver Lake,Croissant,790,3555.0
2025-06-16,Silver Lake,Baguette,287,1435.0
2025-06-16,Downtown LA,Sourdough Loaf,200,2250.0
2025-06-16,Downtown LA,Croissant,368,1656.0
2025-06-16,Downtown LA,Baguette,160,800.0
2025-06-23,Playa Vista,Sourdough Loaf,483,5433.75
2025-06-23,Playa Vista,Croissant,948,4266.0
2025-06-23,Playa Vista,Baguette,338,1690.0
2025-06-23,Silver Lake,Sourdough Loaf,428,4815.0
2025-06-23,Silver Lake,Croissant,1080,4860.0
2025-06-23,Silver Lake,Baguette,501,2505.0
2025-06-23,Downtown LA,Sourdough Loaf,183,2058.75
2025-06-23,Downtown LA,Croissant,309,1390.5
2025-06-23,Downtown LA,Baguette,142,710.0
2025-06-30,Playa Vista,Sourdough Loaf,460,5175.0
2025-06-30,Playa Vista,Croissant,912,4104.0
2025-06-30,Playa Vista,Baguette,294,1470.0
2025-06-30,Silver Lake,Sourdough Loaf,442,4972.5
2025-06-30,Silver Lake,Croissant,838,3771.0
2025-06-30,Silver Lake,Baguette,324,1620.0
2025-06-30,Downtown LA,Sourdough Loaf,213,2396.25
2025-06-30,Downtown LA,Croissant,342,1539.0
2025-06-30,Downtown LA,Baguette,152,760.0
2025-07-07,Playa Vista,Sourdough Loaf,408,4590.0
2025-07-07,Playa Vista,Croissant,1027,4621.5
2025-07-07,Playa Vista,Baguette,339,1695.0
2025-07-07,Silver Lake,Sourdough Loaf,403,4533.75
2025-07-07,Silver Lake,Croissant,911,4099.5
2025-07-07,Silver Lake,Baguette,340,1700.0
2025-07-07,Downtown LA,Sourdough Loaf,154,1732.5
2025-07-07,Downtown LA,Croissant,361,1624.5
2025-07-07,Downtown LA,Baguette,147,735.0
2025-07-14,Playa Vista,Sourdough Loaf,473,5321.25
2025-07-14,Playa Vista,Croissant,754,3393.0
2025-07-14,Playa Vista,Baguette,287,1435.0
2025-07-14,Silver Lake,Sourdough Loaf,405,4556.25
2025-07-14,Silver Lake,Croissant,872,3924.0
2025-07-14,Silver Lake,Baguette,409,2045.0
2025-07-14,Downtown LA,Sourdough Loaf,149,1676.25
2025-07-14,Downtown LA,Croissant,398,1791.0
2025-07-14,Downtown LA,Baguette,141,705.0
2025-07-21,Playa Vista,Sourdough Loaf,478,5377.5
2025-07-21,Playa Vista,Croissant,954,4293.0
2025-07-21,Playa Vista,Baguette,323,1615.0
2025-07-21,Silver Lake,Sourdough Loaf,521,5861.25
2025-07-21,Silver Lake,Croissant,757,3406.5
2025-07-21,Silver Lake,Baguette,325,1625.0
2025-07-21,Downtown LA,Sourdough Loaf,201,2261.25
2025-07-21,Downtown LA,Croissant,418,1881.0
2025-07-21,Downtown LA,Baguette,152,760.0
2025-07-28,Playa Vista,Sourdough Loaf,470,5287.5
2025-07-28,Playa Vista,Croissant,787,3541.5
2025-07-28,Playa Vista,Baguette,401,2005.0
2025-07-28,Silver Lake,Sourdough Loaf,500,5625.0
2025-07-28,Silver Lake,Croissant,1057,4756.5
2025-07-28,Silver Lake,Baguette,430,2150.0
2025-07-28,Downtown LA,Sourdough Loaf,190,2137.5
2025-07-28,Downtown LA,Croissant,325,1462.5
2025-07-28,Downtown LA,Baguette,149,745.0
2025-08-04,Playa Vista,Sourdough Loaf,406,4567.5
2025-08-04,Playa Vista,Croissant,852,3834.0
2025-08-04,Playa Vista,Baguette,353,1765.0
2025-08-04,Silver Lake,Sourdough Loaf,395,4443.75
2025-08-04,Silver Lake,Croissant,634,2853.0
2025-08-04,Silver Lake,Baguette,279,1395.0
2025-08-04,Downtown LA,Sourdough Loaf,147,1653.75
2025-08-04,Downtown LA,Croissant,302,1359.0
2025-08-04,Downtown LA,Baguette,117,585.0
2025-08-11,Playa Vista,Sourdough Loaf,425,4781.25
2025-08-11,Playa Vista,Croissant,769,3460.5
2025-08-11,Playa Vista,Baguette,294,1470.0
2025-08-11,Silver Lake,Sourdough Loaf,305,3431.25
2025-08-11,Silver Lake,Croissant,957,4306.5
2025-08-11,Silver Lake,Baguette,353,1765.0
2025-08-11,Downtown LA,Sourdough Loaf,164,1845.0
2025-08-11,Downtown LA,Croissant,292,1314.0
2025-08-11,Downtown LA,Baguette,128,640.0
2025-08-18,Playa Vista,Sourdough Loaf,347,3903.75
2025-08-18,Playa Vista,Croissant,785,3532.5
2025-08-18,Playa Vista,Baguette,275,1375.0
2025-08-18,Silver Lake,Sourdough Loaf,410,4612.5
2025-08-18,Silver Lake,Croissant,651,2929.5
2025-08-18,Silver Lake,Baguette,348,1740.0
2025-08-18,Downtown LA,Sourdough Loaf,159,1788.75
2025-08-18,Downtown LA,Croissant,325,1462.5
2025-08-18,Downtown LA,Baguette,108,540.0
2025-08-25,Playa Vista,Sourdough Loaf,400,4500.0
2025-08-25,Playa Vista,Croissant,792,3564.0
2025-08-25,Playa Vista,Baguette,363,1815.0
2025-08-25,Silver Lake,Sourdough Loaf,466,5242.5
2025-08-25,Silver Lake,Croissant,838,3771.0
2025-08-25,Silver Lake,Baguette,315,1575.0
2025-08-25,Downtown LA,Sourdough Loaf,155,1743.75
2025-08-25,Downtown LA,Croissant,252,1134.0
2025-08-25,Downtown LA,Baguette,152,760.0
2025-09-01,Playa Vista,Sourdough Loaf,502,5647.5
2025-09-01,Playa Vista,Croissant,849,3820.5
2025-09-01,Playa Vista,Baguette,370,1850.0
2025-09-01,Silver Lake,Sourdough Loaf,417,4691.25
2025-09-01,Silver Lake,Croissant,947,4261.5
2025-09-01,Silver Lake,Baguette,419,2095.0
2025-09-01,Downtown LA,Sourdough Loaf,222,2497.5
2025-09-01,Downtown LA,Croissant,316,1422.0
2025-09-01,Downtown LA,Baguette,161,805.0
2025-09-08,Playa Vista,Sourdough Loaf,425,4781.25
2025-09-08,Playa Vista,Croissant,935,4207.5
2025-09-08,Playa Vista,Baguette,366,1830.0
2025-09-08,Silver Lake,Sourdough Loaf,446,5017.5
2025-09-08,Silver Lake,Croissant,798,3591.0
2025-09-08,Silver Lake,Baguette,432,2160.0
2025-09-08,Downtown LA,Sourdough Loaf,182,2047.5
2025-09-08,Downtown LA,Croissant,392,1764.0
2025-09-08,Downtown LA,Baguette,113,565.0
2025-09-15,Playa Vista,Sourdough Loaf,493,5546.25
2025-09-15,Playa Vista,Croissant,918,4131.0
2025-09-15,Playa Vista,Baguette,344,1720.0
2025-09-15,Silver Lake,Sourdough Loaf,475,5343.75
2025-09-15,Silver Lake,Croissant,923,4153.5
2025-09-15,Silver Lake,Baguette,348,1740.0
2025-09-15,Downtown LA,Sourdough Loaf,160,1800.0
2025-09-15,Downtown LA,Croissant,291,1309.5
2025-09-15,Downtown LA,Baguette,138,690.0
2025-09-22,Playa Vista,Sourdough Loaf,450,5062.5
2025-09-22,Playa Vista,Croissant,921,4144.5
2025-09-22,Playa Vista,Baguette,341,1705.0
2025-09-22,Silver Lake,Sourdough Loaf,618,6952.5
2025-09-22,Silver Lake,Croissant,795,3577.5
2025-09-22,Silver Lake,Baguette,463,2315.0
2025-09-22,Downtown LA,Sourdough Loaf,191,2148.75
2025-09-22,Downtown LA,Croissant,362,1629.0
2025-09-22,Downtown LA,Baguette,152,760.0
2025-09-29,Playa Vista,Sourdough Loaf,401,4511.25
2025-09-29,Playa Vista,Croissant,742,3339.0
2025-09-29,Playa Vista,Baguette,417,2085.0
2025-09-29,Silver Lake,Sourdough Loaf,528,5940.0
2025-09-29,Silver Lake,Croissant,915,4117.5
2025-09-29,Silver Lake,Baguette,389,1945.0
2025-09-29,Downtown LA,Sourdough Loaf,193,2171.25
2025-09-29,Downtown LA,Croissant,424,1908.0
2025-09-29,Downtown LA,Baguette,141,705.0
2025-10-06,Playa Vista,Sourdough Loaf,383,4308.75
2025-10-06,Playa Vista,Croissant,1011,4549.5
2025-10-06,Playa Vista,Baguette,355,1775.0
2025-10-06,Silver Lake,Sourdough Loaf,405,4556.25
2025-10-06,Silver Lake,Croissant,916,4122.0
2025-10-06,Silver Lake,Baguette,400,2000.0
2025-10-06,Downtown LA,Sourdough Loaf,211,2373.75
2025-10-06,Downtown LA,Croissant,381,1714.5
2025-10-06,Downtown LA,Baguette,125,625.0
2025-10-13,Playa Vista,Sourdough Loaf,480,5400.0
2025-10-13,Playa Vista,Croissant,848,3816.0
2025-10-13,Playa Vista,Baguette,359,1795.0
2025-10-13,Silver Lake,Sourdough Loaf,479,5388.75
2025-10-13,Silver Lake,Croissant,1331,5989.5
2025-10-13,Silver Lake,Baguette,425,2125.0
2025-10-13,Downtown LA,Sourdough Loaf,192,2160.0
2025-10-13,Downtown LA,Croissant,323,1453.5
2025-10-13,Downtown LA,Baguette,156,780.0
2025-10-20,Playa Vista,Sourdough Loaf,457,5141.25
2025-10-20,Playa Vista,Croissant,874,3933.0
2025-10-20,Playa Vista,Baguette,402,2010.0
2025-10-20,Silver Lake,Sourdough Loaf,442,4972.5
2025-10-20,Silver Lake,Croissant,956,4302.0
2025-10-20,Silver Lake,Baguette,345,1725.0
2025-10-20,Downtown LA,Sourdough Loaf,188,2115.0
2025-10-20,Downtown LA,Croissant,329,1480.5
2025-10-20,Downtown LA,Baguette,150,750.0
2025-10-27,Playa Vista,Sourdough Loaf,517,5816.25
2025-10-27,Playa Vista,Croissant,952,4284.0
2025-10-27,Playa Vista,Baguette,326,1630.0
2025-10-27,Silver Lake,Sourdough Loaf,489,5501.25
2025-10-27,Silver Lake,Croissant,1105,4972.5
2025-10-27,Silver Lake,Baguette,407,2035.0
2025-10-27,Downtown LA,Sourdough Loaf,144,1620.0
2025-10-27,Downtown LA,Croissant,277,1246.5
2025-10-27,Downtown LA,Baguette,128,640.0
2025-11-03,Playa Vista,Sourdough Loaf,533,5996.25
2025-11-03,Playa Vista,Croissant,1188,5346.0
2025-11-03,Playa Vista,Baguette,539,2695.0
2025-11-03,Silver Lake,Sourdough Loaf,909,10226.25
2025-11-03,Silver Lake,Croissant,1853,8338.5
2025-11-03,Silver Lake,Baguette,656,3280.0
2025-11-03,Downtown LA,Sourdough Loaf,259,2913.75
2025-11-03,Downtown LA,Croissant,436,1962.0
2025-11-03,Downtown LA,Baguette,213,1065.0
2025-11-10,Playa Vista,Sourdough Loaf,562,6322.5
2025-11-10,Playa Vista,Croissant,1134,5103.0
2025-11-10,Playa Vista,Baguette,666,3330.0
2025-11-10,Silver Lake,Sourdough Loaf,754,8482.5
2025-11-10,Silver Lake,Croissant,1562,7029.0
2025-11-10,Silver Lake,Baguette,503,2515.0
2025-11-10,Downtown LA,Sourdough Loaf,263,2958.75
2025-11-10,Downtown LA,Croissant,425,1912.5
2025-11-10,Downtown LA,Baguette,171,855.0
2025-11-17,Playa Vista,Sourdough Loaf,668,7515.0
2025-11-17,Playa Vista,Croissant,1340,6030.0
2025-11-17,Playa Vista,Baguette,446,2230.0
2025-11-17,Silver Lake,Sourdough Loaf,616,6930.0
2025-11-17,Silver Lake,Croissant,1302,5859.0
2025-11-17,Silver Lake,Baguette,505,2525.0
2025-11-17,Downtown LA,Sourdough Loaf,278,3127.5
2025-11-17,Downtown LA,Croissant,418,1881.0
2025-11-17,Downtown LA,Baguette,195,975.0
